3
0 0
1 3
2 1
3
3 1
4 3
5 1

10
64	97
5	63
20	50
1	77
80	73
96	12
9	29
24	46
86	3
72	19
10
51	22
10	16
69	37
94	72
9	87
22	22
26	90
76	4
5	60
8	48

15
392	218
96	300
143	461
76	115
214	278
32	129
156	314
450	292
440	359
55	193
205	427
180	289
136	391
43	456
28	326
10
28	109
140	118
78	213
129	99
110	97
221	246
210	210
161	33
163	55
208	72

50
79	256
89	103
119	228
167	292
424	33
82	137
341	281
426	498
411	242
410	249
235	328
212	419
19	194
28	358
170	35
106	21
21	29
233	137
159	374
207	193
355	306
126	194
322	373
346	492
315	148
112	305
306	383
493	346
309	167
339	299
66	277
145	287
331	123
101	299
273	275
120	484
181	262
478	412
125	361
163	85
261	413
328	207
50	449
44	226
38	326
103	354
269	121
475	466
21	285
476	231
50
800	680
924	980
982	878
701	880
709	791
573	679
986	686
718	864
831	844
732	616
889	920
513	677
700	696
843	951
985	534
658	747
621	547
613	958
563	952
587	764
897	796
542	676
831	599
953	577
574	860
757	780
564	691
913	918
623	924
589	591
850	651
762	748
669	656
687	508
956	871
764	507
724	947
537	974
931	761
912	783
741	996
596	817
878	516
665	857
750	706
695	600
512	919
521	725
907	798
580	688

50
70361	84960
37806	93787
12529	19878
72924	71721
64180	80837
97230	75538
35230	35302
88446	21233
51205	24974
86366	3375
64685	85548
33451	79409
79753	8038
17716	55223
98754	64986
31090	55371
38000	2609
5360	36685
21171	42111
52592	98087
24072	25635
40098	95007
10142	15642
26610	84295
6153	12072
89468	88277
35698	86135
77947	65714
63374	59866
39190	36819
34441	48795
16734	10911
97899	63891
11796	73256
20337	66002
1208	74600
74008	29648
8115	37926
75866	96513
39892	15099
70897	46272
17733	37125
69090	42391
82289	59308
32520	2799
35673	93056
59122	24425
71133	83812
59985	51668
4289	66456
50
80409	20368
26122	750
13285	33233
21440	18877
16513	46900
66644	33504
38676	28244
32018	84755
60789	86307
5259	29929
61857	42813
94304	87482
68288	44594
8493	88671
44841	30696
53666	54284
15319	79252
80327	66178
85235	56293
32874	2515
92683	63685
44895	73449
93181	93382
95229	79185
8948	86420
92901	14924
51692	27728
58678	43790
83116	81330
56174	27734
71036	48104
36731	52356
56906	62473
67072	60916
87741	1745
25836	58483
10893	67770
79887	93614
51901	84891
80834	33215
25854	99411
79880	28940
92611	36835
20228	19753
90941	85692
82292	15845
50699	6764
81210	81266
23670	78942
28437	45234


500
26093	76085
70675	96692
39864	93912
66124	62784
7164	56059
98871	80052
6140	82378
29999	96962
67040	64871
21928	6993
33926	71457
73121	34677
43420	49478
54652	17013
35768	50691
20563	12272
17918	18305
29218	23432
40059	84455
76537	11469
15691	91187
56719	50685
8206	94912
5198	70245
54250	51742
60358	54836
83863	25264
93937	84668
339	58027
88990	68147
77511	10087
93251	17025
30172	81882
94427	86371
83874	1940
72332	23663
65384	2527
96261	60889
14532	16359
90144	29762
74739	75805
63888	66904
3602	61027
58015	7652
89911	36866
17044	93607
10424	9113
61696	60294
82595	71137
83316	42542
99982	61637
18334	72197
89769	6133
53979	26408
29115	19220
66961	66317
54076	34912
47922	32042
4568	49679
29857	97364
67116	80947
27529	48609
7565	94684
36572	19484
64855	53719
10096	64804
98802	6022
72368	89400
26412	24515
83665	7346
27630	40045
98521	4896
70169	72707
67157	27145
69690	67457
93172	32896
24418	14230
51230	39186
8372	74852
78331	51430
73740	26023
18516	87559
57200	44270
31129	15401
46794	22852
69711	37964
92632	97536
25585	57368
16442	26273
75465	96666
29719	83246
14906	51420
28864	89380
33086	17018
26709	66015
43750	762
64811	5566
31779	82552
48904	49956
74872	57768
63135	34673
20488	49060
56952	31356
25261	49014
4463	25735
28349	87203
10233	29127
33100	57230
61137	1915
9356	91854
92117	85825
18809	7096
68506	311
70040	14743
70615	66948
60935	12466
62176	26982
91798	32927
5298	11644
80796	68885
56023	95812
77977	87162
99355	4126
18570	17130
6563	68812
39860	11505
74268	41803
87897	61056
20698	4951
85474	28261
13827	73515
16089	96151
15912	54837
90403	884
84063	69227
12695	93985
34672	9321
10793	21497
86172	61171
60427	92127
48071	21565
45299	59423
40622	65656
89340	59123
57703	74139
64938	12436
32346	54628
77711	39786
19278	55389
7636	83393
69331	96541
21168	37286
66704	42639
77711	51530
19857	27248
25413	55470
11106	63695
99652	19847
97285	43299
7266	7315
25746	22673
50192	97903
55511	32467
33794	93591
4788	31362
33085	22749
43093	69252
89903	69569
1596	83116
66886	29854
39494	6757
41073	47012
10492	42712
27655	60537
63074	90574
49796	23688
54876	2640
25711	32795
97125	5140
11781	93315
84127	74001
98366	8346
27653	38579
1171	65094
61907	38441
69054	60302
24603	18082
52754	13894
49256	86532
57352	83079
26786	24679
63555	89672
47338	7503
24071	89006
10078	43590
66222	37841
66698	75456
954	4530
28257	44327
12260	21096
32616	97959
85465	13007
16374	13350
4429	87568
19394	54349
77731	90775
37660	81299
34522	234
30391	53150
98915	48534
36688	96717
15267	28119
5118	80638
58118	21019
33904	98613
43227	1113
39927	95943
28383	44532
59602	31405
93348	47137
54603	51957
51431	24106
79057	27437
25202	62866
23592	85892
15491	19902
4729	54695
75986	17419
17673	28510
40911	75908
26375	90302
25994	52140
69522	26823
64168	73079
15322	33982
48528	19032
84952	61522
32531	13773
75330	19948
98128	95403
70517	67415
8779	34660
19175	20503
48510	22927
37721	32846
38250	1255
47462	60143
64757	45608
74262	62361
48935	58782
94149	75075
83056	63014
43520	35819
39422	1319
81906	59782
75690	72669
84946	86683
59184	73960
99639	39645
99010	48652
40050	52432
1074	41233
74392	96614
57733	92197
21351	20783
6794	39071
60324	53524
70228	94499
74976	6905
32744	77330
8568	91920
86295	71953
61502	48799
35818	75213
13519	38084
91496	69679
94190	727
16578	92875
53465	2460
30231	80474
28945	37862
664	69115
56459	98793
93521	93223
96122	59262
48415	87208
25937	1028
46849	67311
735	90812
57351	68823
54848	18375
18451	27732
94677	44976
62523	39387
41893	81943
29055	89358
42217	89962
45670	17350
98989	39955
20381	48220
58375	17382
35731	54528
5165	52796
31575	22693
98665	74487
20446	95001
18843	63999
80285	88081
18269	44772
91626	26041
7831	98789
28225	24416
98876	19020
15110	66077
94321	7881
49848	89144
62221	97809
50543	71971
40820	30994
77153	33907
50777	6018
45772	50652
22161	1908
63627	7765
58119	80077
96031	28649
38629	54847
96040	27985
34139	9497
89012	67141
25694	20630
84011	53905
73605	75635
53517	9838
6985	20229
74190	69401
20469	32699
91589	16344
18855	73262
68434	65152
84897	18692
1854	64613
7272	39437
73462	13125
75155	67272
95258	2690
60736	2046
73278	42642
92284	15444
63469	92134
96555	84395
95020	59882
21952	66549
84921	13358
62038	62380
33939	821
84868	73181
43807	96555
47032	99415
13823	71391
74880	50492
93291	1010
29727	83551
85492	8021
22132	16719
15777	90241
93737	90844
7832	86755
67607	84889
20297	40807
61242	33885
13421	19777
24920	97252
69902	78521
84320	79932
33873	4451
35413	2376
50403	57438
24565	39151
48860	31863
93393	23692
75876	84159
29750	30238
27120	19396
29789	57870
76079	42844
85491	28057
47801	4988
94549	71581
26232	94766
79739	85903
26141	29511
70774	35974
60594	10355
68432	3636
18721	38097
86890	49650
57825	41335
71741	82128
50469	51254
67087	52958
98360	55939
62066	64390
88076	92256
74794	29102
71828	41121
27344	14173
82640	8583
59145	20870
56014	22257
6171	23987
18132	92043
10193	65701
